0,2,0,0,,,Cheese lover 🧀 red wine drinker red 🍷 Disney fanatic 🏰 Star Wars nerd 💫 and mummy to 2 awesome little people 👩‍👧‍👦,1098245647436824577,Friday Eve 🍻👀 #FridayVibes #FridayEve #Beer #Broadbalk #BroadbalkBitter #Rothamsted #RothamstedBitter #FarrBrew #WeekendProvisions #StockedUp #StockedFridge #GettingReadyForTheWeekend @… https://t.co/lSxzdMaiuD
0,2321,0,0,,,Unbiased briefings about farming and rural life and retweets of stuff that interests or amuses me. An Arthur Rank Centre project.,191090628,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
0,120,0,0,,,Ing. Agr. Esp SIG. Dr. Ciencias Agrarias. Docente - investigador Agricultura de Precisión. Potsdoc fellow Data science to precisionAg,1367140904,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
0,495,0,0,,,"Soil scientist, partly retired. Connected with Rothamsted Research. Also University of Reading, UK, and Nanjing Agricultural University, China.",4662948142,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
0,23621,0,0,,,"Join us for our 5th annual conference: ""Future Foods: Farming to Improve Health"" on 25th & 26th of November 2019. Follow the link below for more info.",143789185,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
0,721,0,0,,,We are a UK charity working to promote and support long-term experimental ecology throughout the UK. #LTER #ecology #ecosystem #ECT10 #scicomm,358178512,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
0,214,0,0,,,"Senior Bioinformatics Scientist @Rothamsted & core @KnetMiner developer- working on bioinformatics software/web apps, text mining, ML, interactive viz. & DevOps",77710421,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
0,392,0,0,,,Agroecologist @ UC Davis | Cropping systems diversification | Impacts on resilience and provision of ecosystem services | Root and rhizosphere ecology.,1325939912,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
0,1787,0,0,,,Director of Rothamsted Research - Global Science for Lasting Benefits,1043602884,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
26,232,1,10,,,"Ecoinformatics group leader at @Rothamsted Research. Interested in #opendata, long term agri-data, data integration. Views my own",799206372701306880,I've been thinking of new ways to present long-term experiment data. This is an animated heat map for 50 years of #Broadbalk continuous wheat plots... https://t.co/xRAvO9hPKu
